dataset,relative_path,bytes,sha256
F_new,data/images_clean/F_new/0_219.jpg,12320,34c7b0348468be5016bc24ac9dd5cda053d9a793b0bd98cc3ee5b1cce4cc810c
F_new,data/images_clean/F_new/0_22.jpg,9752,ee9f40d5b7cee37824a59c51645d56f9f137d9ef9ffc3bf011600e66bfa0de3d
F_new,data/images_clean/F_new/0_220.jpg,17473,40b49e0faa394552f92a2bd59f8cbc465d5392523e30775907707d5666563b23
F_new,data/images_clean/F_new/0_221.jpg,12908,24bbdcc73af6a43bdd7afdcfd8740a0fc05c5274d797df77bb1d78883078e889
F_new,data/images_clean/F_new/0_222.jpg,12005,c3580cb39e6cfd5ff54b95516ead2e2cab9b19b2d3ba54968a3483838ee47a81
F_new,data/images_clean/F_new/0_223.jpg,20849,8887e5095a006aabb6781f537b08aa5240e224ad3379843b90ef7845247b5d29
F_new,data/images_clean/F_new/0_224.jpg,15232,7886ca7617729d2c0b3c410efd0a8cd272a6d19ddd18e96e1cf2a99938679e49
F_new,data/images_clean/F_new/0_225.jpg,12995,8295d13b7dbd8e3c5f5da31bd289a44ada4d4fb3dec7b78ce36209bd182830e8
F_new,data/images_clean/F_new/0_226.jpg,8497,156200ad87d0607ed038b81b0d7f189447a128f532b1bd8d61a7d78a0e22f032
F_new,data/images_clean/F_new/0_227.jpg,10454,02b5aac67ddcae8b93a1aaa1ab1837b45c639b65aae4601e100f523420fd83d8
F_new,data/images_clean/F_new/0_228.jpg,9400,8ebecc7062367f14ed1894e70fbd93ad8db02b5f757bb7d362f6ea4f40412c08
F_new,data/images_clean/F_new/0_229.jpg,17068,b17d2f05b0bddaae1716e7209e0609c8e7bba1b2a368c5f322528a754fc1f182
F_new,data/images_clean/F_new/0_23.jpg,16055,eafda053be5864a7ca03623efd5ddc8151a27de36c95ebac9f4e892ce225a49a
F_new,data/images_clean/F_new/0_230.jpg,8669,5f17496a1ca4c521ea78ec114423f833dab3083f0d25e028dee1e8cac77a7b04
F_new,data/images_clean/F_new/0_231.jpg,23122,5fd57afe04860ad91903ea5fb4c2a3d693a6997947971a6a5ab098d585b192b0
F_new,data/images_clean/F_new/0_232.jpg,18076,912da25c4106592f118a711a509b697393a89df64a9d406abe141186600e23e4
F_new,data/images_clean/F_new/0_233.jpg,21688,b147de01d679d1f9559c8d5bd2d50c86ab3f9801b552bde16b0835d51f69546c
F_new,data/images_clean/F_new/0_234.jpg,16502,4f93df97e3a70fbfa9a58dfb2c1ab400bee5df9e72236fbc1dabcac180a06586
F_new,data/images_clean/F_new/0_235.jpg,20903,a7b024432ae76b9cc678403e98354e260d3ed44342a31e655954bc78a539d44e
F_new,data/images_clean/F_new/0_236.jpg,16086,a72d037d2b597e0c1779e4fcea6289a19275119c22b96bf06f0a8067f4d83121
F_new,data/images_clean/F_new/0_237.jpg,9128,1db14412b772f843fdf2b059df221153f7d907543597708b65bf17d24b9be31a
F_new,data/images_clean/F_new/0_238.jpg,16648,b5b0bc88ca9e200c6949c6d4ccb7aa5abd5746264dad476d66cf0a27f3630972
F_new,data/images_clean/F_new/0_239.jpg,10033,e585110b593585ce1ddfbd3ea669c165a3ae067086c934ec781de001e7636d4b
F_new,data/images_clean/F_new/0_24.jpg,12707,5279db31f4646a9fee3833804982ef520929cc4ff0ad49ec09c60d29a35510f4
F_new,data/images_clean/F_new/0_240.jpg,13289,47dc4b9bee56bfcdfe0bbe78888a61cbbe06d64e920f6488635e7f3fcae102c0
F_new,data/images_clean/F_new/0_241.jpg,8158,57ee2a4b57b92c69de28d71037d24b2bf419ffd2f4d7866314e5bbd4c31829d1
F_new,data/images_clean/F_new/0_242.jpg,10484,f0282fc3f3e5271bf08543ef80e0db041613a0b59d3293f0eb6ec1ed55d53dc5
F_new,data/images_clean/F_new/0_243.jpg,16215,315e76bd14efbdb4abb00ad1415bc8a77f36e8ef243e5f51d50b3769a885e541
F_new,data/images_clean/F_new/0_244.jpg,12694,9986024f0ed50e887272534340af60428a05391f69226e45b95c417f47094b46
F_new,data/images_clean/F_new/0_245.jpg,9048,55a65f3c9965c067b7d1af8e9cefbf987036b780259ab6deaf89c3c09bb41717
F_new,data/images_clean/F_new/0_246.jpg,18239,64f49ccfc66dc1e449e3cb460295c6bd2668209d70a51c581581ff059b971a3e
F_new,data/images_clean/F_new/0_247.jpg,11576,7c241fdc232b32f7df71e7b0897951be2dc656a3a221a4bc5fa75102e03ece61
F_new,data/images_clean/F_new/0_248.jpg,19722,f4a01d002b1fb8d793248abf86767ad5529bf3edc84eee91e1617d5efba9bbae
F_new,data/images_clean/F_new/0_249.jpg,10384,84a8c5cf081ccb21c1eee6e9abfd66b9d65d7ae091bfe7d27560a9a69ac9a846
F_new,data/images_clean/F_new/0_25.jpg,10625,4bbf3ec80137012c4dff9b46e28c293e4936b61acc0c8f180181cd05e1ac90fe
F_new,data/images_clean/F_new/0_250.jpg,11940,66ad9b2c4d50c8d70ee7974f801bc60e40f4ed536ad60598d8a5517d8a89ee2d
F_new,data/images_clean/F_new/0_251.jpg,10672,c8cc9fed59cc39b0f535d8dbd420da91dd249b77b57a36eb69fa17e6a1ed9c78
F_new,data/images_clean/F_new/0_252.jpg,9937,d019b72ca3ca2c3ace20e075c311e15a88fb99de97dfd21421ee1798ca6553dd
F_new,data/images_clean/F_new/0_253.jpg,17628,c47280a1622dd7470f27cdea35e663e58ea02122c8a8ac3a75a4e7896e49ec21
F_new,data/images_clean/F_new/0_254.jpg,12382,7c8ad9a1be25e670f0e6f766bf783328eac0096fcc6db0dac169f062fabf1755
F_new,data/images_clean/F_new/0_255.jpg,15434,f1c13f0a7827184ff28b3e4e1d3101c8d1681e1b7aa9a5eeb9af2bb3f3008e53
F_new,data/images_clean/F_new/0_256.jpg,10454,f057feedc7c6e3af2c58092ed35ebae59a1c937e39cb74ca26eccc5eba4677a7
F_new,data/images_clean/F_new/0_257.jpg,12131,c2e47570113e4bbbde3aa3fe7a5b6bfdcf831388e7429e4e7dc146e6066dd30c
F_new,data/images_clean/F_new/0_258.jpg,20148,86c005f0a733a76bcce904f91b565309a8c5aeeb693e078323f23ad3a301788c
F_new,data/images_clean/F_new/0_259.jpg,13936,cc9c0d28a05cbf4ce1dafec038df28749ead9a902fa35bf993c009209cbb8bbb
F_new,data/images_clean/F_new/0_26.jpg,19446,62f3355cc53fb9334cedc7d06ad63d77d5d5a9bbad6242edaeb6ca001dc0fc05
F_new,data/images_clean/F_new/0_260.jpg,8975,d895ef6a4aee6163c686e2e78e939ba74f2166a6402c5fbc19549c2b95285370
F_new,data/images_clean/F_new/0_261.jpg,14324,8173f93b3c16b292ca37bd2343176ea16b5ad5b462b6b4848ea1fbf013dc66bf
F_new,data/images_clean/F_new/0_262.jpg,11891,7169980a26abb0282fc4702f60e1721fee48bffd0398f273460a94385c8f6565
F_new,data/images_clean/F_new/0_263.jpg,13799,0b3e7f856fcf788c76bd1f1765fa534c098ef23243847c5c2ceee3d5d65eab5d
F_new,data/images_clean/F_new/0_264.jpg,12703,a5700e84d9df6ca0512285f0365ccbe857b8a7fd9dd08f88ec65a705b5e8b9b9
F_new,data/images_clean/F_new/0_265.jpg,16876,fae28159c83d59ba12750b209b2c8db05b342a364474b6f383250423d02137ba
F_new,data/images_clean/F_new/0_266.jpg,10987,df573422b2577fd52c8a3cc6595154f10ef1afbccd128ae96122b61d5f21ac7b
F_new,data/images_clean/F_new/0_267.jpg,18020,22096cc4b3ab15bf4966ab1a145577629ae9e930dce12542dce053d0c5aedb52
F_new,data/images_clean/F_new/0_268.jpg,12970,3b672cf6a5f0084d014fe5ecdce87bb2cb891fcea49ad56afa31456f538668e8
F_new,data/images_clean/F_new/0_269.jpg,19915,da9e80f1f3a7ee473e4449bd7e5fccaa122731a03f23d411fbb2607f7c92e09e
F_new,data/images_clean/F_new/0_27.jpg,17018,bcf616ce65a1a23c6d26c7894d5e72f3471e71bc03fb73412698f238ce6e75a1
F_new,data/images_clean/F_new/0_270.jpg,17516,4ac0e95dd63701708455dda9a4e6712b544a14283816db282ba4a60880cfec08
F_new,data/images_clean/F_new/0_271.jpg,12441,fad180bf8e5be6ac822ad2af93976d715d9656420894fce8aeb5e556e3643512
F_new,data/images_clean/F_new/0_272.jpg,11834,954383d64dc528d25dd4073c198bcce0b03825a6a630957a8edccd109f396368
F_new,data/images_clean/F_new/0_273.jpg,10615,45747ca3af58b727009343a205f6eb7e97a632df5feb7442625d2cf3f73d1f96
F_new,data/images_clean/F_new/0_274.jpg,12479,7aa7f4444238597852f4d6f1e71c1e86cf3a18744021c06abe2f8d24ac35a7de
F_new,data/images_clean/F_new/0_275.jpg,10517,9d4acce739de3e36e5d0851bf5b8797b440c31a3abed70e362794ff29b519a56
F_new,data/images_clean/F_new/0_276.jpg,20604,80fbe69b79c3830328a2a2ba8c5e79cc01bcc219404f8446bcf5b6cd45db8948
F_new,data/images_clean/F_new/0_277.jpg,11045,7ff85c5c8bcf4ebd91f45a4bb2f11897eaeb87b99f79337538cacd4ad58530c6
F_new,data/images_clean/F_new/0_278.jpg,7691,2d6737dee7e4dc7e7152c9c5238741140a4ed99808930d1ab202be50c3f20536
F_new,data/images_clean/F_new/0_279.jpg,9566,a4ba331c6ada3faba52fac0329835d15fb2960fc2e054806510205cb23728c58
F_new,data/images_clean/F_new/0_28.jpg,19306,1f1e60a180d567220318df21fa93a5b95369a83e63c9f40947ff90a60bac7fdb
F_new,data/images_clean/F_new/0_280.jpg,11575,f1a006ded5d0810016596797c4cc217d97c67b8aac8bc57c466edf7807a595b4
