acc_kept,class_id,class_name,dataset,kept,rejected,rejection_rate,seed,total
0.9904761904761905,0,Apple - apple scab,F_new,630,0,0.0,44,630
1.0,1,Apple - black rot,F_new,621,0,0.0,44,621
1.0,2,Apple - cedar apple rust,F_new,275,0,0.0,44,275
1.0,3,Cherry - powdery mildew,F_new,573,479,0.4553231939163498,44,1052
1.0,4,Grape - esca black measles,F_new,1383,0,0.0,44,1383
1.0,5,Grape - leaf blight,F_new,1076,0,0.0,44,1076
1.0,6,Orange - citrus greening,F_new,3626,1881,0.3415652805520247,44,5507
1.0,7,Peach - bacterial spot,F_new,1741,556,0.24205485415759687,44,2297
1.0,8,Strawberry - leaf scorch,F_new,1108,1,0.0009017132551848512,44,1109
0.9904761904761905,0,Apple - apple scab,F_new,630,0,0.0,55,630
1.0,1,Apple - black rot,F_new,621,0,0.0,55,621
1.0,2,Apple - cedar apple rust,F_new,275,0,0.0,55,275
1.0,3,Cherry - powdery mildew,F_new,429,623,0.5922053231939164,55,1052
1.0,4,Grape - esca black measles,F_new,1383,0,0.0,55,1383
1.0,5,Grape - leaf blight,F_new,1076,0,0.0,55,1076
1.0,6,Orange - citrus greening,F_new,4232,1275,0.23152351552569458,55,5507
1.0,7,Peach - bacterial spot,F_new,1599,698,0.30387461906835,55,2297
1.0,8,Strawberry - leaf scorch,F_new,1109,0,0.0,55,1109
0.9991610738255033,0,Corn - common rust,V_new,1192,0,0.0,11,1192
0.9979695431472081,1,Corn - northern leaf blight,V_new,985,0,0.0,11,985
0.995987963891675,2,Bell pepper - bacterial spot,V_new,997,0,0.0,11,997
1.0,3,Potato - early blight,V_new,1000,0,0.0,11,1000
1.0,4,Potato - late blight,V_new,987,13,0.013,11,1000
1.0,5,Squash - powdery mildew,V_new,1835,0,0.0,11,1835
0.996238834038552,6,Tomato - bacterial spot,V_new,2127,0,0.0,11,2127
0.9959225280326198,7,Tomato - late blight,V_new,981,920,0.48395581273014204,11,1901
0.988135593220339,8,Tomato - septoria leaf spot,V_new,1770,1,0.000564652738565782,11,1771
1.0,9,Tomato - two-spotted spider mite,V_new,1676,0,0.0,11,1676
1.0,10,Tomato - mosaic virus,V_new,373,0,0.0,11,373
0.9637826961770624,11,Tomato - yellow leaf curl virus,V_new,4970,387,0.07224192645137203,11,5357
0.9991610738255033,0,Corn - common rust,V_new,1192,0,0.0,22,1192
0.9979695431472081,1,Corn - northern leaf blight,V_new,985,0,0.0,22,985
0.995987963891675,2,Bell pepper - bacterial spot,V_new,997,0,0.0,22,997
1.0,3,Potato - early blight,V_new,1000,0,0.0,22,1000
1.0,4,Potato - late blight,V_new,985,15,0.015,22,1000
1.0,5,Squash - powdery mildew,V_new,1835,0,0.0,22,1835
0.996238834038552,6,Tomato - bacterial spot,V_new,2127,0,0.0,22,2127
0.996938775510204,7,Tomato - late blight,V_new,980,921,0.4844818516570226,22,1901
0.9831223628691983,8,Tomato - septoria leaf spot,V_new,1185,586,0.3308865047995483,22,1771
1.0,9,Tomato - two-spotted spider mite,V_new,1675,1,0.0005966587112171838,22,1676
1.0,10,Tomato - mosaic virus,V_new,373,0,0.0,22,373
0.9527008868583714,11,Tomato - yellow leaf curl virus,V_new,3721,1636,0.30539481052828077,22,5357
0.9991610738255033,0,Corn - common rust,V_new,1192,0,0.0,33,1192
0.9979695431472081,1,Corn - northern leaf blight,V_new,985,0,0.0,33,985
0.9932773109243698,2,Bell pepper - bacterial spot,V_new,595,402,0.40320962888665995,33,997
1.0,3,Potato - early blight,V_new,1000,0,0.0,33,1000
0.9909638554216867,4,Potato - late blight,V_new,996,4,0.004,33,1000
1.0,5,Squash - powdery mildew,V_new,1835,0,0.0,33,1835
0.996238834038552,6,Tomato - bacterial spot,V_new,2127,0,0.0,33,2127
0.9989473684210526,7,Tomato - late blight,V_new,1900,1,0.0005260389268805891,33,1901
0.9854824935952178,8,Tomato - septoria leaf spot,V_new,1171,600,0.33879164313946925,33,1771
1.0,9,Tomato - two-spotted spider mite,V_new,1676,0,0.0,33,1676
1.0,10,Tomato - mosaic virus,V_new,373,0,0.0,33,373
0.9548469387755102,11,Tomato - yellow leaf curl virus,V_new,3920,1437,0.2682471532574202,33,5357
0.9991610738255033,0,Corn - common rust,V_new,1192,0,0.0,44,1192
0.9979695431472081,1,Corn - northern leaf blight,V_new,985,0,0.0,44,985
0.995987963891675,2,Bell pepper - bacterial spot,V_new,997,0,0.0,44,997
1.0,3,Potato - early blight,V_new,1000,0,0.0,44,1000
1.0,4,Potato - late blight,V_new,992,8,0.008,44,1000
1.0,5,Squash - powdery mildew,V_new,1835,0,0.0,44,1835
0.996238834038552,6,Tomato - bacterial spot,V_new,2127,0,0.0,44,2127
0.996938775510204,7,Tomato - late blight,V_new,980,921,0.4844818516570226,44,1901
0.988135593220339,8,Tomato - septoria leaf spot,V_new,1770,1,0.000564652738565782,44,1771
1.0,9,Tomato - two-spotted spider mite,V_new,1675,1,0.0005966587112171838,44,1676
1.0,10,Tomato - mosaic virus,V_new,373,0,0.0,44,373
0.9565963707699853,11,Tomato - yellow leaf curl virus,V_new,4078,1279,0.23875303341422438,44,5357
0.9991610738255033,0,Corn - common rust,V_new,1192,0,0.0,55,1192
0.9979695431472081,1,Corn - northern leaf blight,V_new,985,0,0.0,55,985
0.995987963891675,2,Bell pepper - bacterial spot,V_new,997,0,0.0,55,997
1.0,3,Potato - early blight,V_new,1000,0,0.0,55,1000
1.0,4,Potato - late blight,V_new,1000,0,0.0,55,1000
1.0,5,Squash - powdery mildew,V_new,1835,0,0.0,55,1835
0.996238834038552,6,Tomato - bacterial spot,V_new,2127,0,0.0,55,2127
0.5144660704892162,7,Tomato - late blight,V_new,1901,0,0.0,55,1901
0.9831223628691983,8,Tomato - septoria leaf spot,V_new,1185,586,0.3308865047995483,55,1771
0.9994033412887828,9,Tomato - two-spotted spider mite,V_new,1676,0,0.0,55,1676
1.0,10,Tomato - mosaic virus,V_new,373,0,0.0,55,373
0.9643217093327958,11,Tomato - yellow leaf curl virus,V_new,4961,396,0.07392197125256673,55,5357
0.9981981981981982,0,Cashew - leaf miner,M_new_drop5_drop7,555,0,0.0,11,555
0.9946902654867257,1,Cashew - red rust,M_new_drop5_drop7,565,0,0.0,11,565
0.8935281837160751,2,Corn - leaf blight,M_new_drop5_drop7,479,11,0.022448979591836733,11,490
0.8337662337662337,3,Corn - streak virus,M_new_drop5_drop7,385,12,0.030226700251889168,11,397
1.0,4,Potato - fungi,M_new_drop5_drop7,386,0,0.0,11,386
0.9938837920489296,5,Rice - bacterial leaf blight,M_new_drop5_drop7,327,3,0.00909090909090909,11,330
0.8307692307692308,6,Rice - brown spot,M_new_drop5_drop7,325,0,0.0,11,325
0.9623824451410659,7,Tomato - septoria leaf spot,M_new_drop5_drop7,638,81,0.11265646731571627,11,719
0.5686900958466453,8,Tomato - verticulium wilt,M_new_drop5_drop7,626,47,0.06983655274888559,11,673
0.9981981981981982,0,Cashew - leaf miner,M_new_drop5_drop7,555,0,0.0,22,555
0.9946902654867257,1,Cashew - red rust,M_new_drop5_drop7,565,0,0.0,22,565
0.8991769547325102,2,Corn - leaf blight,M_new_drop5_drop7,486,4,0.00816326530612245,22,490
0.7874659400544959,3,Corn - streak virus,M_new_drop5_drop7,367,30,0.07556675062972293,22,397
1.0,4,Potato - fungi,M_new_drop5_drop7,386,0,0.0,22,386
0.9938650306748467,5,Rice - bacterial leaf blight,M_new_drop5_drop7,326,4,0.012121212121212121,22,330
0.8307692307692308,6,Rice - brown spot,M_new_drop5_drop7,325,0,0.0,22,325
0.9111111111111111,7,Tomato - septoria leaf spot,M_new_drop5_drop7,540,179,0.24895688456189152,22,719
0.7123893805309734,8,Tomato - verticulium wilt,M_new_drop5_drop7,452,221,0.32838038632986627,22,673
0.9981981981981982,0,Cashew - leaf miner,M_new_drop5_drop7,555,0,0.0,33,555
0.9946902654867257,1,Cashew - red rust,M_new_drop5_drop7,565,0,0.0,33,565
0.8937093275488069,2,Corn - leaf blight,M_new_drop5_drop7,461,29,0.05918367346938776,33,490
0.932258064516129,3,Corn - streak virus,M_new_drop5_drop7,310,87,0.21914357682619648,33,397
1.0,4,Potato - fungi,M_new_drop5_drop7,386,0,0.0,33,386
0.993920972644377,5,Rice - bacterial leaf blight,M_new_drop5_drop7,329,1,0.0030303030303030303,33,330
0.8338461538461538,6,Rice - brown spot,M_new_drop5_drop7,325,0,0.0,33,325
0.9090909090909091,7,Tomato - septoria leaf spot,M_new_drop5_drop7,440,279,0.38803894297635605,33,719
0.7092050209205021,8,Tomato - verticulium wilt,M_new_drop5_drop7,478,195,0.2897473997028232,33,673
0.9981981981981982,0,Cashew - leaf miner,M_new_drop5_drop7,555,0,0.0,44,555
0.9946902654867257,1,Cashew - red rust,M_new_drop5_drop7,565,0,0.0,44,565
0.8968421052631579,2,Corn - leaf blight,M_new_drop5_drop7,475,15,0.030612244897959183,44,490
0.8233618233618234,3,Corn - streak virus,M_new_drop5_drop7,351,46,0.11586901763224182,44,397
1.0,4,Potato - fungi,M_new_drop5_drop7,386,0,0.0,44,386
0.993920972644377,5,Rice - bacterial leaf blight,M_new_drop5_drop7,329,1,0.0030303030303030303,44,330
0.8276923076923077,6,Rice - brown spot,M_new_drop5_drop7,325,0,0.0,44,325
0.9264931087289433,7,Tomato - septoria leaf spot,M_new_drop5_drop7,653,66,0.0917941585535466,44,719
0.6066433566433567,8,Tomato - verticulium wilt,M_new_drop5_drop7,572,101,0.150074294205052,44,673
0.9981981981981982,0,Cashew - leaf miner,M_new_drop5_drop7,555,0,0.0,55,555
0.9946902654867257,1,Cashew - red rust,M_new_drop5_drop7,565,0,0.0,55,565
0.9092827004219409,2,Corn - leaf blight,M_new_drop5_drop7,474,16,0.0326530612244898,55,490
0.8085714285714286,3,Corn - streak virus,M_new_drop5_drop7,350,47,0.11838790931989925,55,397
1.0,4,Potato - fungi,M_new_drop5_drop7,386,0,0.0,55,386
0.9939393939393939,5,Rice - bacterial leaf blight,M_new_drop5_drop7,330,0,0.0,55,330
0.8338461538461538,6,Rice - brown spot,M_new_drop5_drop7,325,0,0.0,55,325
0.9649532710280374,7,Tomato - septoria leaf spot,M_new_drop5_drop7,428,291,0.4047287899860918,55,719
0.7090395480225988,8,Tomato - verticulium wilt,M_new_drop5_drop7,354,319,0.4739970282317979,55,673
0.9988066825775657,0,Gourd,G_new,838,153,0.15438950554994954,11,991
0.9989484752891693,1,Hibiscus,G_new,951,377,0.2838855421686747,11,1328
1.0,2,Papaya,G_new,536,0,0.0,11,536
0.9985007496251874,3,Zucchini,G_new,667,208,0.2377142857142857,11,875
0.9988776655443322,0,Gourd,G_new,891,100,0.10090817356205853,22,991
0.9989047097480832,1,Hibiscus,G_new,913,415,0.3125,22,1328
1.0,2,Papaya,G_new,536,0,0.0,22,536
0.9954819277108434,3,Zucchini,G_new,664,211,0.24114285714285713,22,875
0.9986945169712794,0,Gourd,G_new,766,225,0.22704339051463168,33,991
0.9988439306358381,1,Hibiscus,G_new,865,463,0.348644578313253,33,1328
1.0,2,Papaya,G_new,498,38,0.0708955223880597,33,536
1.0,3,Zucchini,G_new,491,384,0.43885714285714283,33,875
0.9987113402061856,0,Gourd,G_new,776,215,0.21695257315842584,44,991
0.9986559139784946,1,Hibiscus,G_new,744,584,0.4397590361445783,44,1328
1.0,2,Papaya,G_new,536,0,0.0,44,536
0.9945553539019963,3,Zucchini,G_new,551,324,0.3702857142857143,44,875
0.9988193624557261,0,Gourd,G_new,847,144,0.14530776992936428,55,991
0.9989094874591058,1,Hibiscus,G_new,917,411,0.30948795180722893,55,1328
1.0,2,Papaya,G_new,501,35,0.06529850746268656,55,536
0.9957386363636364,3,Zucchini,G_new,704,171,0.19542857142857142,55,875
