acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,conservative_overall_accuracy,coverage,dataset,feature,homogeneity_all,homogeneity_kept,k,kept,method,n,nmi_all,nmi_kept,reduction,rejected,rejection_rate,seed,v_measure_all,v_measure_kept
0.997639468093477,0.6286880849224508,0.6413744695600394,0.14217163154131954,0.16171055118275457,0.46202131525339174,0.47590458841246086,0.9088888888888889,0.9110394265232975,F_new,DINOv2-vit_base_patch14-224,0.9943928392406008,0.9943187172228358,60,12709,DINOv2+UMAP+any2,13950,0.6309066497971776,0.6437128809711875,umap100,1241,0.08896057347670251,22,0.6309066497971776,0.6437128809711875
0.9976315789473684,0.6286880849224508,0.6784380198781618,0.14217163154131954,0.23859357286916652,0.46202131525339174,0.5181305861279512,0.5435125448028674,0.5448028673835126,F_new,DINOv2-vit_base_patch14-224,0.9943928392406008,0.9944373785303798,60,7600,DINOv2+UMAP+all3,13950,0.6309066497971776,0.681289613219961,umap100,6350,0.4551971326164875,22,0.6309066497971776,0.681289613219961
0.9938351254480287,0.6202227945092169,0.6202227945092169,0.137406109367901,0.137406109367901,0.4547945239058837,0.4547945239058837,0.9938351254480287,1.0,F_new,DINOv2-vit_base_patch14-224,0.9859995442757096,0.9859995442757096,60,13950,DINOv2+KMeans,13950,0.6224722924855508,0.6224722924855508,raw,0,0.0,33,0.6224722924855508,0.6224722924855508
0.9987096774193548,0.6281316869660191,0.6281316869660191,0.1371680317067583,0.1371680317067583,0.4610080003239353,0.4610080003239353,0.9987096774193548,1.0,F_new,DINOv2-vit_base_patch14-224,0.9963144912132406,0.9963144912132406,60,13950,DINOv2+UMAP+KMeans,13950,0.6303463426320943,0.6303463426320943,umap100,0,0.0,33,0.6303463426320943,0.6303463426320943
0.9987096774193548,0.628856498447968,0.628856498447968,0.14131233606478544,0.14131233606478544,0.46175921041470774,0.46175921041470774,0.9987096774193548,1.0,F_new,DINOv2-vit_base_patch14-224,0.9964019421249097,0.9964019421249097,60,13950,DINOv2+UMAP+Birch,13950,0.6310657409161489,0.6310657409161489,umap100,0,0.0,33,0.631065740916149,0.631065740916149
0.9987096774193548,0.6279396245653224,0.6279396245653224,0.13786336677677188,0.13786336677677188,0.4607556237634285,0.4607556237634285,0.9987096774193548,1.0,F_new,DINOv2-vit_base_patch14-224,0.9965237525982965,0.9965237525982965,60,13950,DINOv2+UMAP+Agglomerative,13950,0.6301522284214769,0.6301522284214769,umap100,0,0.0,33,0.6301522284214769,0.6301522284214769
0.9987031810206728,0.6281316869660191,0.6381737576014598,0.1371680317067583,0.15102509589747512,0.4610080003239353,0.4718758297480203,0.938494623655914,0.9397132616487455,F_new,DINOv2-vit_base_patch14-224,0.9963144912132406,0.9964458808473561,60,13109,DINOv2+UMAP+any2,13950,0.6303463426320943,0.6404573649369885,umap100,841,0.06028673835125448,33,0.6303463426320943,0.6404573649369886
0.9980353634577603,0.6281316869660191,0.6777509484211642,0.1371680317067583,0.2143977765774401,0.4610080003239353,0.5169839014050022,0.582652329749104,0.5837992831541219,F_new,DINOv2-vit_base_patch14-224,0.9963144912132406,0.9951876557353249,60,8144,DINOv2+UMAP+all3,13950,0.6303463426320943,0.6804730514375124,umap100,5806,0.4162007168458781,33,0.6303463426320943,0.6804730514375122
0.9946236559139785,0.618790948290075,0.618790948290075,0.13264094524564485,0.13264094524564485,0.453181499557674,0.453181499557674,0.9946236559139785,1.0,F_new,DINOv2-vit_base_patch14-224,0.9864129695020054,0.9864129695020054,60,13950,DINOv2+KMeans,13950,0.6210417146073729,0.6210417146073729,raw,0,0.0,44,0.6210417146073729,0.6210417146073729
0.9985663082437276,0.6288811263181061,0.6288811263181061,0.13963359291232802,0.13963359291232802,0.4618589620800472,0.4618589620800472,0.9985663082437276,1.0,F_new,DINOv2-vit_base_patch14-224,0.9960831731511229,0.9960831731511229,60,13950,DINOv2+UMAP+KMeans,13950,0.6310949239751994,0.6310949239751994,umap100,0,0.0,44,0.6310949239751994,0.6310949239751994
0.9985663082437276,0.6319581229507756,0.6319581229507756,0.1481625831183536,0.1481625831183536,0.4652538999790582,0.4652538999790582,0.9985663082437276,1.0,F_new,DINOv2-vit_base_patch14-224,0.9956396883910895,0.9956396883910895,60,13950,DINOv2+UMAP+Birch,13950,0.6341669943458207,0.6341669943458207,umap100,0,0.0,44,0.6341669943458207,0.6341669943458207
0.9985663082437276,0.6328656275857586,0.6328656275857586,0.14825469439162064,0.14825469439162064,0.4661093971523869,0.4661093971523869,0.9985663082437276,1.0,F_new,DINOv2-vit_base_patch14-224,0.9961898744296882,0.9961898744296882,60,13950,DINOv2+UMAP+Agglomerative,13950,0.6350730946030867,0.6350730946030867,umap100,0,0.0,44,0.6350730946030868,0.6350730946030868
0.9984609465178915,0.6288811263181061,0.639718188224741,0.13963359291232802,0.15389177453125638,0.4618589620800472,0.4736792957513411,0.9301075268817204,0.9315412186379929,F_new,DINOv2-vit_base_patch14-224,0.9960831731511229,0.9959255839070723,60,12995,DINOv2+UMAP+any2,13950,0.6310949239751994,0.6420083870645502,umap100,955,0.06845878136200717,44,0.6310949239751994,0.6420083870645502
0.9990112470646397,0.6288811263181061,0.6603768826762222,0.13963359291232802,0.1846236026499688,0.4618589620800472,0.49707222092611303,0.579426523297491,0.58,F_new,DINOv2-vit_base_patch14-224,0.9960831731511229,0.9970561706965623,60,8091,DINOv2+UMAP+all3,13950,0.6310949239751994,0.66340875112878,umap100,5859,0.42,44,0.6310949239751994,0.66340875112878
0.9940501792114695,0.6176046047018282,0.6176046047018282,0.13219216522756722,0.13219216522756722,0.45216034706414676,0.45216034706414676,0.9940501792114695,1.0,F_new,DINOv2-vit_base_patch14-224,0.985286002814756,0.985286002814756,60,13950,DINOv2+KMeans,13950,0.6198593234838957,0.6198593234838957,raw,0,0.0,55,0.6198593234838957,0.6198593234838957
0.9978494623655914,0.6276183594887017,0.6276183594887017,0.13953321533113455,0.13953321533113455,0.46078139588830413,0.46078139588830413,0.9978494623655914,1.0,F_new,DINOv2-vit_base_patch14-224,0.9948250341419471,0.9948250341419471,60,13950,DINOv2+UMAP+KMeans,13950,0.6298362777732845,0.6298362777732845,umap100,0,0.0,55,0.6298362777732845,0.6298362777732845
0.9987096774193548,0.6341646950581025,0.6341646950581025,0.1518356111296149,0.1518356111296149,0.4674674501024817,0.4674674501024817,0.9987096774193548,1.0,F_new,DINOv2-vit_base_patch14-224,0.9963701878044413,0.9963701878044413,60,13950,DINOv2+UMAP+Birch,13950,0.6363692516023264,0.6363692516023264,umap100,0,0.0,55,0.6363692516023264,0.6363692516023264
0.9978494623655914,0.629477986571688,0.629477986571688,0.14425165133872708,0.14425165133872708,0.4627992027392715,0.4627992027392715,0.9978494623655914,1.0,F_new,DINOv2-vit_base_patch14-224,0.9946995260700263,0.9946995260700263,60,13950,DINOv2+UMAP+Agglomerative,13950,0.631693377882283,0.631693377882283,umap100,0,0.0,55,0.631693377882283,0.631693377882283
0.9976727949732371,0.6276183594887017,0.6373771392485379,0.13953321533113455,0.15325469770452954,0.46078139588830413,0.47148711832299045,0.9219354838709677,0.9240860215053763,F_new,DINOv2-vit_base_patch14-224,0.9948250341419471,0.9945221325852257,60,12891,DINOv2+UMAP+any2,13950,0.6298362777732845,0.6397017946654148,umap100,1059,0.07591397849462365,55,0.6298362777732845,0.6397017946654148
0.9990609068956265,0.6276183594887017,0.682260028921627,0.13953321533113455,0.22110662896420583,0.46078139588830413,0.521569508561245,0.5338351254480287,0.5343369175627241,F_new,DINOv2-vit_base_patch14-224,0.9948250341419471,0.9975344953268311,60,7454,DINOv2+UMAP+all3,13950,0.6298362777732845,0.6849874336041024,umap100,6496,0.465663082437276,55,0.6298362777732845,0.6849874336041024
0.9133273968536658,0.627996474784603,0.627996474784603,0.19016437412505668,0.19016437412505668,0.49288732622721493,0.49288732622721493,0.9133273968536658,1.0,V_new,DINOv2-vit_base_patch14-224,0.8724468409584831,0.8724468409584831,60,20214,DINOv2+KMeans,20214,0.6299087813817532,0.6299087813817532,raw,0,0.0,11,0.6299087813817532,0.6299087813817532
0.961313940833086,0.7794339160276464,0.7794339160276464,0.49861384057980107,0.49861384057980107,0.6671251054640043,0.6671251054640043,0.961313940833086,1.0,V_new,DINOv2-vit_base_patch14-224,0.9412499518764958,0.9412499518764958,60,20214,DINOv2+UMAP+KMeans,20214,0.7808271715577351,0.7808271715577351,umap100,0,0.0,11,0.780827171557735,0.780827171557735
0.9739784307905412,0.7750629910100619,0.7750629910100619,0.45036332053056294,0.45036332053056294,0.6534990733137648,0.6534990733137648,0.9739784307905412,1.0,V_new,DINOv2-vit_base_patch14-224,0.9563713831092978,0.9563713831092978,60,20214,DINOv2+UMAP+Birch,20214,0.7764448500960468,0.7764448500960468,umap100,0,0.0,11,0.7764448500960468,0.7764448500960468
0.9779855545661422,0.8128228992370655,0.8128228992370655,0.5980734908766474,0.5980734908766474,0.70723537405564,0.70723537405564,0.9779855545661422,1.0,V_new,DINOv2-vit_base_patch14-224,0.9588290045715008,0.9588290045715008,60,20214,DINOv2+UMAP+Agglomerative,20214,0.8140355179579559,0.8140355179579559,umap100,0,0.0,11,0.814035517957956,0.814035517957956
0.9759850663437768,0.7794339160276464,0.7900680964646423,0.49861384057980107,0.5069447310410993,0.6671251054640043,0.6760382618658054,0.9570099930741071,0.9805580290887503,V_new,DINOv2-vit_base_patch14-224,0.9412499518764958,0.9543021813966918,60,19821,DINOv2+UMAP+any2,20214,0.7808271715577351,0.7914233995387586,umap100,393,0.01944197091124963,11,0.780827171557735,0.7914233995387585
0.9873890376215302,0.7794339160276464,0.8367884809598617,0.49861384057980107,0.6335896926429733,0.6671251054640043,0.7363115036414829,0.6933313545067775,0.7021866033442169,V_new,DINOv2-vit_base_patch14-224,0.9412499518764958,0.9727455550231189,60,14194,DINOv2+UMAP+all3,20214,0.7808271715577351,0.8381741717146526,umap100,6020,0.2978133966557831,11,0.780827171557735,0.8381741717146526
0.9073414465222124,0.6269399961665495,0.6269399961665495,0.18839510302854046,0.18839510302854046,0.4920903132466072,0.4920903132466072,0.9073414465222124,1.0,V_new,DINOv2-vit_base_patch14-224,0.8709143674592857,0.8709143674592857,60,20214,DINOv2+KMeans,20214,0.6288584770993704,0.6288584770993704,raw,0,0.0,22,0.6288584770993704,0.6288584770993704
0.9754625507074305,0.7865670228514221,0.7865670228514221,0.48877317943953674,0.48877317943953674,0.6699855362647857,0.6699855362647857,0.9754625507074305,1.0,V_new,DINOv2-vit_base_patch14-224,0.9561885849877031,0.9561885849877031,60,20214,DINOv2+UMAP+KMeans,20214,0.7879015088369922,0.7879015088369922,umap100,0,0.0,22,0.7879015088369923,0.7879015088369923
0.9755614920352231,0.7873228685272166,0.7873228685272166,0.487866624516868,0.487866624516868,0.6706730975030065,0.6706730975030065,0.9755614920352231,1.0,V_new,DINOv2-vit_base_patch14-224,0.9570010574780177,0.9570010574780177,60,20214,DINOv2+UMAP+Birch,20214,0.7886527675926851,0.7886527675926851,umap100,0,0.0,22,0.7886527675926851,0.7886527675926851
0.9766498466409419,0.8121179608490169,0.8121179608490169,0.5992957870302889,0.5992957870302889,0.7075279326040712,0.7075279326040712,0.9766498466409419,1.0,V_new,DINOv2-vit_base_patch14-224,0.9563605671140052,0.9563605671140052,60,20214,DINOv2+UMAP+Agglomerative,20214,0.8133379309838115,0.8133379309838115,umap100,0,0.0,22,0.8133379309838115,0.8133379309838115
0.9797249824350095,0.7865670228514221,0.7924086277657035,0.48877317943953674,0.5004080592704719,0.6699855362647857,0.6763510297437539,0.9657663005837538,0.9857524487978628,V_new,DINOv2-vit_base_patch14-224,0.9561885849877031,0.9603963207377566,60,19926,DINOv2+UMAP+any2,20214,0.7879015088369922,0.7937267047379064,umap100,288,0.014247551202137132,22,0.7879015088369923,0.7937267047379064
0.9858383433533734,0.7865670228514221,0.845915230939397,0.48877317943953674,0.6881693665863163,0.6699855362647857,0.752591211837247,0.7300880577817355,0.740575838527753,V_new,DINOv2-vit_base_patch14-224,0.9561885849877031,0.9688042313238859,60,14970,DINOv2+UMAP+all3,20214,0.7879015088369922,0.8471191827325484,umap100,5244,0.25942416147224695,22,0.7879015088369923,0.8471191827325483
0.9140694568121104,0.6283674863975295,0.6283674863975295,0.18796764603157798,0.18796764603157798,0.49243378525661813,0.49243378525661813,0.9140694568121104,1.0,V_new,DINOv2-vit_base_patch14-224,0.8752714052616949,0.8752714052616949,60,20214,DINOv2+KMeans,20214,0.6302720998763728,0.6302720998763728,raw,0,0.0,33,0.6302720998763728,0.6302720998763728
0.9596814089245078,0.8081788034485823,0.8081788034485823,0.6044481150875848,0.6044481150875848,0.7101145199961654,0.7101145199961654,0.9596814089245078,1.0,V_new,DINOv2-vit_base_patch14-224,0.9410793454926065,0.9410793454926065,60,20214,DINOv2+UMAP+KMeans,20214,0.8094435446621178,0.8094435446621178,umap100,0,0.0,33,0.8094435446621177,0.8094435446621177
0.9715048975957258,0.7687172872020016,0.7687172872020016,0.4340816685358905,0.4340816685358905,0.6468520623802123,0.6468520623802123,0.9715048975957258,1.0,V_new,DINOv2-vit_base_patch14-224,0.9514630846774055,0.9514630846774055,60,20214,DINOv2+UMAP+Birch,20214,0.7701307964642992,0.7701307964642992,umap100,0,0.0,33,0.7701307964642992,0.7701307964642992
0.9631443553972494,0.813290770670236,0.813290770670236,0.6081823153018326,0.6081823153018326,0.7153360777480751,0.7153360777480751,0.9631443553972494,1.0,V_new,DINOv2-vit_base_patch14-224,0.9456459433181532,0.9456459433181532,60,20214,DINOv2+UMAP+Agglomerative,20214,0.8145237593810342,0.8145237593810342,umap100,0,0.0,33,0.8145237593810343,0.8145237593810343
0.9777822866998073,0.8081788034485823,0.8224675286838079,0.6044481150875848,0.6198782407337121,0.7101145199961654,0.7227352718398603,0.9535965172652617,0.9752646680518453,V_new,DINOv2-vit_base_patch14-224,0.9410793454926065,0.9573793643890108,60,19714,DINOv2+UMAP+any2,20214,0.8094435446621178,0.8236721712378525,umap100,500,0.024735331948154745,33,0.8094435446621177,0.8236721712378525
0.9782593449751035,0.8081788034485823,0.8395156078965265,0.6044481150875848,0.657252814400457,0.7101145199961654,0.7462793533962153,0.6900662906896211,0.705402196497477,V_new,DINOv2-vit_base_patch14-224,0.9410793454926065,0.9627745634950965,60,14259,DINOv2+UMAP+all3,20214,0.8094435446621178,0.8408146420779508,umap100,5955,0.294597803502523,33,0.8094435446621177,0.8408146420779509
0.9102602156920946,0.625017328015791,0.625017328015791,0.18785745903019904,0.18785745903019904,0.4901068766890904,0.4901068766890904,0.9102602156920946,1.0,V_new,DINOv2-vit_base_patch14-224,0.8697774740127767,0.8697774740127767,60,20214,DINOv2+KMeans,20214,0.6269414321635715,0.6269414321635715,raw,0,0.0,44,0.6269414321635715,0.6269414321635715
0.9739784307905412,0.8085449073258595,0.8085449073258595,0.599487030772217,0.599487030772217,0.7050560471235064,0.7050560471235064,0.9739784307905412,1.0,V_new,DINOv2-vit_base_patch14-224,0.9510674449894116,0.9510674449894116,60,20214,DINOv2+UMAP+KMeans,20214,0.8097896763200646,0.8097896763200646,umap100,0,0.0,44,0.8097896763200646,0.8097896763200646
0.9817947956861581,0.8201421942298351,0.8201421942298351,0.6123857116712512,0.6123857116712512,0.7161758685577493,0.7161758685577493,0.9817947956861581,1.0,V_new,DINOv2-vit_base_patch14-224,0.9626288678617657,0.9626288678617657,60,20214,DINOv2+UMAP+Birch,20214,0.8213123903974815,0.8213123903974815,umap100,0,0.0,44,0.8213123903974815,0.8213123903974815
0.9781834372217275,0.8241529892004961,0.8241529892004961,0.626672256281774,0.626672256281774,0.7266710852652963,0.7266710852652963,0.9781834372217275,1.0,V_new,DINOv2-vit_base_patch14-224,0.9549537556717801,0.9549537556717801,60,20214,DINOv2+UMAP+Agglomerative,20214,0.8253175917947194,0.8253175917947194,umap100,0,0.0,44,0.8253175917947195,0.8253175917947195
0.9742976688583384,0.8085449073258595,0.8099539451903986,0.599487030772217,0.6033347119782251,0.7050560471235064,0.7067604305697648,0.9676461858118136,0.9931730483823092,V_new,DINOv2-vit_base_patch14-224,0.9510674449894116,0.951854377036309,60,20076,DINOv2+UMAP+any2,20214,0.8097896763200646,0.8111986053288308,umap100,138,0.00682695161769071,44,0.8097896763200646,0.8111986053288307
0.9877314175186516,0.8085449073258595,0.845917832629899,0.599487030772217,0.6670065991635925,0.7050560471235064,0.7507820240148133,0.8841891758187395,0.8951716632037202,V_new,DINOv2-vit_base_patch14-224,0.9510674449894116,0.971482814186834,60,18095,DINOv2+UMAP+all3,20214,0.8097896763200646,0.8469914932390918,umap100,2119,0.1048283367962798,44,0.8097896763200646,0.8469914932390918
0.9109033343227466,0.6316086504969074,0.6316086504969074,0.19404452781905987,0.19404452781905987,0.495544376132798,0.495544376132798,0.9109033343227466,1.0,V_new,DINOv2-vit_base_patch14-224,0.8779071387748195,0.8779071387748195,60,20214,DINOv2+KMeans,20214,0.6335017154441887,0.6335017154441887,raw,0,0.0,55,0.6335017154441885,0.6335017154441885
0.9594835262689225,0.8001708286894316,0.8001708286894316,0.581214712492172,0.581214712492172,0.6991100657947388,0.6991100657947388,0.9594835262689225,1.0,V_new,DINOv2-vit_base_patch14-224,0.9389645021008666,0.9389645021008666,60,20214,DINOv2+UMAP+KMeans,20214,0.8014769873217346,0.8014769873217346,umap100,0,0.0,55,0.8014769873217346,0.8014769873217346
0.9735331948154744,0.802532908431104,0.802532908431104,0.5480405478961919,0.5480405478961919,0.6949007299052274,0.6949007299052274,0.9735331948154744,1.0,V_new,DINOv2-vit_base_patch14-224,0.953182388591323,0.953182388591323,60,20214,DINOv2+UMAP+Birch,20214,0.8038030729532102,0.8038030729532102,umap100,0,0.0,55,0.8038030729532102,0.8038030729532102
0.9801622637775799,0.8271722731643187,0.8271722731643187,0.6296516755121896,0.6296516755121896,0.7297891792801717,0.7297891792801717,0.9801622637775799,1.0,V_new,DINOv2-vit_base_patch14-224,0.9576029758508012,0.9576029758508012,60,20214,DINOv2+UMAP+Agglomerative,20214,0.8283175759675886,0.8283175759675886,umap100,0,0.0,55,0.8283175759675886,0.8283175759675886
0.9642785671402841,0.8001708286894316,0.8058815961942453,0.581214712492172,0.5898616375141332,0.6991100657947388,0.7044786597017798,0.9534975759374691,0.9888196299594341,V_new,DINOv2-vit_base_patch14-224,0.9389645021008666,0.9448948581203932,60,19988,DINOv2+UMAP+any2,20214,0.8014769873217346,0.8071649702326866,umap100,226,0.011180370040565945,55,0.8014769873217346,0.8071649702326867
0.9860372340425532,0.8001708286894316,0.8459979955773381,0.581214712492172,0.6604608629309585,0.6991100657947388,0.7530487575853325,0.8070149401404967,0.8184426635005442,V_new,DINOv2-vit_base_patch14-224,0.9389645021008666,0.9681331837625342,60,16544,DINOv2+UMAP+all3,20214,0.8014769873217346,0.847152150153963,umap100,3670,0.18155733649945582,55,0.8014769873217346,0.8471521501539631
0.8166047087980174,0.6026797184069012,0.6026797184069012,0.21253103443128435,0.21253103443128435,0.4816491919587735,0.4816491919587735,0.8166047087980174,1.0,M_new,DINOv2-vit_base_patch14-224,0.8345014518162772,0.8345014518162772,60,4842,DINOv2+KMeans,4842,0.6107765123342981,0.6107765123342981,raw,0,0.0,11,0.610776512334298,0.610776512334298
0.8436596447748864,0.6226089257055779,0.6226089257055779,0.23732380949271456,0.23732380949271456,0.49820455090867055,0.49820455090867055,0.8436596447748864,1.0,M_new,DINOv2-vit_base_patch14-224,0.8578795215528838,0.8578795215528838,60,4842,DINOv2+UMAP+KMeans,4842,0.6303436349535279,0.6303436349535279,umap100,0,0.0,11,0.6303436349535277,0.6303436349535277
0.8459314332920281,0.6258834875042578,0.6258834875042578,0.24995318718529652,0.24995318718529652,0.5013480160381888,0.5013480160381888,0.8459314332920281,1.0,M_new,DINOv2-vit_base_patch14-224,0.8605167987766257,0.8605167987766257,60,4842,DINOv2+UMAP+Birch,4842,0.6335700653120385,0.6335700653120385,umap100,0,0.0,11,0.6335700653120385,0.6335700653120385
0.8477901693515076,0.6293407268840074,0.6293407268840074,0.26272050444522627,0.26272050444522627,0.505572593755668,0.505572593755668,0.8477901693515076,1.0,M_new,DINOv2-vit_base_patch14-224,0.860805941299741,0.860805941299741,60,4842,DINOv2+UMAP+Agglomerative,4842,0.6370121914211001,0.6370121914211001,umap100,0,0.0,11,0.6370121914211002,0.6370121914211002
0.8483493077742279,0.6226089257055779,0.6282384733857824,0.23732380949271456,0.24655726917046117,0.49820455090867055,0.503541375971344,0.8225939694341181,0.969640644361834,M_new,DINOv2-vit_base_patch14-224,0.8578795215528838,0.8634282551002233,60,4695,DINOv2+UMAP+any2,4842,0.6303436349535279,0.6361104764044911,umap100,147,0.030359355638166045,11,0.6303436349535277,0.636110476404491
0.8715651135005974,0.6226089257055779,0.6582490910136726,0.23732380949271456,0.30197438567235124,0.49820455090867055,0.5357846001341381,0.6026435357290376,0.6914498141263941,M_new,DINOv2-vit_base_patch14-224,0.8578795215528838,0.8832515795979526,60,3348,DINOv2+UMAP+all3,4842,0.6303436349535279,0.6669774895832178,umap100,1494,0.30855018587360594,11,0.6303436349535277,0.6669774895832179
0.8124741842213962,0.6014880226006287,0.6014880226006287,0.2173355844040801,0.2173355844040801,0.48130277709118047,0.48130277709118047,0.8124741842213962,1.0,M_new,DINOv2-vit_base_patch14-224,0.8312643428803224,0.8312643428803224,60,4842,DINOv2+KMeans,4842,0.6096295277210063,0.6096295277210063,raw,0,0.0,22,0.6096295277210064,0.6096295277210064
0.845724907063197,0.625274400351559,0.625274400351559,0.23622825515336923,0.23622825515336923,0.500085290072931,0.500085290072931,0.845724907063197,1.0,M_new,DINOv2-vit_base_patch14-224,0.8619505204123499,0.8619505204123499,60,4842,DINOv2+UMAP+KMeans,4842,0.6329477869973846,0.6329477869973846,umap100,0,0.0,22,0.6329477869973846,0.6329477869973846
0.8558446922759191,0.6272817629957684,0.6272817629957684,0.24877930558887051,0.24877930558887051,0.5017856128545141,0.5017856128545141,0.8558446922759191,1.0,M_new,DINOv2-vit_base_patch14-224,0.8641910653032702,0.8641910653032702,60,4842,DINOv2+UMAP+Birch,4842,0.6349136852196053,0.6349136852196053,umap100,0,0.0,22,0.6349136852196053,0.6349136852196053
0.8539859562164395,0.6354117787821782,0.6354117787821782,0.26797780343425687,0.26797780343425687,0.5115769833727938,0.5115769833727938,0.8539859562164395,1.0,M_new,DINOv2-vit_base_patch14-224,0.8653075133377569,0.8653075133377569,60,4842,DINOv2+UMAP+Agglomerative,4842,0.6430044181929689,0.6430044181929689,umap100,0,0.0,22,0.6430044181929688,0.6430044181929688
0.8569601364314645,0.625274400351559,0.6311716114616515,0.23622825515336923,0.2405503901684194,0.500085290072931,0.5047826643049519,0.8302354399008675,0.9688145394465097,M_new,DINOv2-vit_base_patch14-224,0.8619505204123499,0.8703726198980547,60,4691,DINOv2+UMAP+any2,4842,0.6329477869973846,0.6389809428174551,umap100,151,0.031185460553490293,22,0.6329477869973846,0.6389809428174551
0.8701109165207239,0.625274400351559,0.6506719997247462,0.23622825515336923,0.2758446860446694,0.500085290072931,0.5284083160929264,0.6156546881453945,0.7075588599752168,M_new,DINOv2-vit_base_patch14-224,0.8619505204123499,0.8781808133223293,60,3426,DINOv2+UMAP+all3,4842,0.6329477869973846,0.6598061012822948,umap100,1416,0.29244114002478316,22,0.6329477869973846,0.6598061012822948
0.8050392399834779,0.5942825858654653,0.5942825858654653,0.2051172885460402,0.2051172885460402,0.4742294162206111,0.4742294162206111,0.8050392399834779,1.0,M_new,DINOv2-vit_base_patch14-224,0.8259127776745828,0.8259127776745828,60,4842,DINOv2+KMeans,4842,0.6025066123457169,0.6025066123457169,raw,0,0.0,33,0.602506612345717,0.602506612345717
